variable,units,mean,CV,type,min.age,max.age,gender,pucid
f.residual,[-],0.01,0,point,0,99,B,PC.2400.030
volume,m^3,24,0,Point,0,99,B,PC.2400.030
f.drain,[-],1,0,Uniform,0,99,B,PC.2400.030
mass,g,3,1,Lognormal,0,99,B,PC.2400.030
use.freq,1/year,19,1,lognormal,0,99,B,PC.2400.030
duration,minutes,5,1,Lognormal,0,99,B,PC.2400.030
use.prev,[-],0.3,1,point,0,12,B,PC.2400.030
use.prev,[-],0,1,point,0,12,M,PC.2400.030
use.prev,[-],0.5,1,point,0,12,W,PC.2400.030
use.prev,[-],0.01,1,point,13,99,M,PC.2400.030
use.prev,[-],0.8,1,point,13,99,W,PC.2400.030
f.contact,[-],0.1,0,Point,0,99,B,PC.2400.030
house.prev,[-],0.8,1,point,0,99,B,PC.2400.030
f.residual,[-],0.01,0,point,0,99,B,PC.2400.040
f.aerosol,[-],0.55,0.47237749297333,Uniform,0,99,B,PC.2400.040
volume,m^3,24,0,Point,0,99,B,PC.2400.040
f.drain,[-],1,0,Uniform,0,99,B,PC.2400.040
mass,g,3,1,Lognormal,0,99,B,PC.2400.040
use.freq,1/year,24,1,lognormal,0,99,B,PC.2400.040
duration,minutes,5,1,Lognormal,0,99,B,PC.2400.040
use.prev,[-],0.01,1,point,0,12,B,PC.2400.040
use.prev,[-],0,1,point,13,99,M,PC.2400.040
use.prev,[-],0.02,1,point,13,99,W,PC.2400.040
f.contact,[-],0.1,0,Point,0,99,B,PC.2400.040
house.prev,[-],0.02,1,point,0,99,B,PC.2400.040
f.residual,[-],0.01,0,point,0,99,B,PC.2000.190
f.aerosol,[-],0.55,0.47237749297333,Uniform,0,99,B,PC.2000.190
volume,m^3,24,0,Point,0,99,B,PC.2000.190
f.drain,[-],1,0,Uniform,0,99,B,PC.2000.190
mass,g,10,1,Lognormal,0,99,B,PC.2000.190
use.freq,1/year,52,1,lognormal,0,99,B,PC.2000.190
duration,minutes,10,1,Lognormal,0,99,B,PC.2000.190
use.prev,[-],0,1,point,0,12,B,PC.2000.190
use.prev,[-],0.1,1,point,13,99,M,PC.2000.190
use.prev,[-],0.05,1,point,13,99,W,PC.2000.190
f.contact,[-],1,0,Point,0,99,B,PC.2000.190
house.prev,[-],0.1,1,point,0,99,B,PC.2000.190
f.residual,[-],0.01,0,point,0,99,B,PC.2500.010
f.aerosol,[-],0.55,0.47237749297333,Uniform,0,99,B,PC.2500.010
volume,m^3,24,0,Point,0,99,B,PC.2500.010
f.drain,[-],1,0,Uniform,0,99,B,PC.2500.010
mass,g,5,1,Lognormal,0,99,B,PC.2500.010
use.freq,1/year,12,1,lognormal,0,99,B,PC.2500.010
duration,minutes,20,1,Lognormal,0,99,B,PC.2500.010
use.prev,[-],0,1,point,0,12,B,PC.2500.010
use.prev,[-],0.01,1,point,13,99,M,PC.2500.010
use.prev,[-],0.1,1,point,13,99,W,PC.2500.010
f.contact,[-],1,0,Point,0,99,B,PC.2500.010
house.prev,[-],0.1,1,point,0,99,B,PC.2500.010
f.residual,[-],0.01,0,point,0,99,B,PC.2600.010
volume,m^3,24,0,Point,0,99,B,PC.2600.010
f.drain,[-],1,0,Uniform,0,99,B,PC.2600.010
mass,g,10,1,Lognormal,0,99,B,PC.2600.010
use.freq,1/year,52,1,lognormal,0,99,B,PC.2600.010
duration,minutes,30,1,Lognormal,0,99,B,PC.2600.010
use.prev,[-],0,1,point,0,12,B,PC.2600.010
use.prev,[-],0.2,1,point,13,99,M,PC.2600.010
use.prev,[-],0.2,1,point,13,99,W,PC.2600.010
f.contact,[-],1,0,Point,0,99,B,PC.2600.010
house.prev,[-],0.2,1,point,0,99,B,PC.2600.010
f.residual,[-],0.01,0,point,0,99,B,PC.2000.200
volume,m^3,24,0,Point,0,99,B,PC.2000.200
f.drain,[-],1,0,Uniform,0,99,B,PC.2000.200
mass,g,15,1,Lognormal,0,99,B,PC.2000.200
use.freq,1/year,255,1,lognormal,0,99,B,PC.2000.200
duration,minutes,4,1,Lognormal,0,99,B,PC.2000.200
use.prev,[-],0.05,1,point,0,12,B,PC.2000.200
use.prev,[-],0.1,1,point,13,99,M,PC.2000.200
use.prev,[-],0.1,1,point,13,99,W,PC.2000.200
f.contact,[-],0.5,0,Point,0,99,B,PC.2000.200
house.prev,[-],0.1,1,point,0,99,B,PC.2000.200
f.residual,[-],0.01,0,point,0,99,B,PC.2000.210
volume,m^3,24,0,Point,0,99,B,PC.2000.210
f.drain,[-],1,0,Uniform,0,99,B,PC.2000.210
mass,g,0.5,1,Lognormal,0,12,B,PC.2000.210
mass,g,15,1,Lognormal,13,99,B,PC.2000.210
use.freq,1/year,255,1,lognormal,0,12,B,PC.2000.210
use.freq,1/year,119,1,lognormal,13,99,B,PC.2000.210
duration,minutes,4,1,Lognormal,0,99,B,PC.2000.210
use.prev,[-],1,1,point,0,12,B,PC.2000.210
use.prev,[-],1,1,point,13,99,M,PC.2000.210
use.prev,[-],1,1,point,13,99,W,PC.2000.210
f.contact,[-],0.5,0,Point,0,99,B,PC.2000.210
house.prev,[-],1,1,point,0,99,B,PC.2000.210
f.residual,[-],0.01,0,point,0,99,B,PC.2700.070
volume,m^3,24,0,Point,0,99,B,PC.2700.070
f.drain,[-],1,0,Uniform,0,99,B,PC.2700.070
mass,g,3,1,Lognormal,0,99,B,PC.2700.070
use.freq,1/year,237,1,lognormal,0,99,B,PC.2700.070
duration,minutes,5,1,Lognormal,0,99,B,PC.2700.070
use.prev,[-],0,1,point,0,5,M,PC.2700.070
use.prev,[-],0.26,1,point,6,12,M,PC.2700.070
use.prev,[-],0,1,point,0,12,W,PC.2700.070
use.prev,[-],0.8,1,point,13,99,M,PC.2700.070
use.prev,[-],0.8,1,point,13,99,W,PC.2700.070
f.contact,[-],1,0,Point,0,99,B,PC.2700.070
house.prev,[-],0.8,1,point,0,99,B,PC.2700.070
f.residual,[-],1,0,point,0,99,B,PC.2900.010
f.aerosol,[-],0.55,0.47237749297333,Uniform,0,99,B,PC.2900.010
volume,m^3,480,0,Point,0,99,B,PC.2900.010
f.drain,[-],1,0,Uniform,0,99,B,PC.2900.010
mass,g,5,1,Lognormal,0,99,B,PC.2900.010
use.freq,1/year,84,1,lognormal,0,12,M,PC.2900.010
use.freq,1/year,264,1,lognormal,0,12,W,PC.2900.010
use.freq,1/year,168,1,lognormal,13,99,M,PC.2900.010
use.freq,1/year,204,1,lognormal,13,99,W,PC.2900.010
duration,minutes,5,1,Lognormal,0,99,B,PC.2900.010
use.prev,[-],0.62,1,point,0,12,M,PC.2900.010
use.prev,[-],0.76,1,point,0,12,W,PC.2900.010
use.prev,[-],0.5,1,point,13,99,M,PC.2900.010
use.prev,[-],0.6,1,point,13,99,W,PC.2900.010
f.contact,[-],1,0,Point,0,99,B,PC.2900.010
house.prev,[-],0.76,1,point,0,99,B,PC.2900.010
use.prev,[-],0.01,1,point,0,12,M,PC.2900.010
use.prev,[-],0.01,1,point,0,12,W,PC.2900.010
house.prev,[-],0.6,1,point,0,99,B,PC.2900.010
f.residual,[-],0.05,0,point,0,99,B,PC.0900.060
volume,m^3,24,0,Point,0,99,B,PC.0900.060
f.drain,[-],1,0,Uniform,0,99,B,PC.0900.060
f.ingested,[-],0.01,0.3,Lognormal,0,99,B,PC.0900.060
mass,g,5,1,Lognormal,0,99,B,PC.0900.060
use.freq,1/year,6,1,lognormal,0,99,B,PC.0900.060
duration,minutes,30,1,Lognormal,0,99,B,PC.0900.060
use.prev,[-],0,1,point,0,12,B,PC.0900.060
use.prev,[-],0.1,1,point,13,99,M,PC.0900.060
use.prev,[-],0.1,1,point,13,99,W,PC.0900.060
f.contact,[-],1,0,Point,0,99,B,PC.0900.060
house.prev,[-],0.1,1,point,0,99,B,PC.0900.060
f.residual,[-],0.05,0,point,0,99,B,PC.2300.160
volume,m^3,24,0,Point,0,99,B,PC.2300.160
f.drain,[-],1,0,Uniform,0,99,B,PC.2300.160
mass,g,2,1,Lognormal,0,99,B,PC.2300.160
use.freq,1/year,163,1,lognormal,0,99,B,PC.2300.160
duration,minutes,10,1,Lognormal,0,99,B,PC.2300.160
use.prev,[-],0.02,1,point,0,12,B,PC.2300.160
use.prev,[-],0.3,1,point,13,99,M,PC.2300.160
use.prev,[-],0.6,1,point,13,99,W,PC.2300.160
f.contact,[-],1,0,Point,0,99,B,PC.2300.160
house.prev,[-],0.6,1,point,0,99,B,PC.2300.160
f.residual,[-],0.05,0,point,0,99,B,PC.0900.070
volume,m^3,24,0,Point,0,99,B,PC.0900.070
f.drain,[-],1,0,Uniform,0,99,B,PC.0900.070
f.ingested,[-],0.03,0.3,Lognormal,13,99,B,PC.0900.070
f.ingested,[-],0.15,0.3,Lognormal,0,12,B,PC.0900.070
mass,g,1,1,Lognormal,0,99,B,PC.0900.070
use.freq,1/year,720,1,lognormal,0,99,B,PC.0900.070
duration,minutes,3,1,Lognormal,0,99,B,PC.0900.070
use.prev,[-],1,1,point,0,12,B,PC.0900.070
use.prev,[-],1,1,point,13,99,M,PC.0900.070
use.prev,[-],1,1,point,13,99,W,PC.0900.070
f.contact,[-],1,0,Point,0,99,B,PC.0900.070
house.prev,[-],1,1,point,0,99,B,PC.0900.070
f.residual,[-],0.01,0,point,0,99,B,PC.2700.080
volume,m^3,24,0,Point,0,99,B,PC.2700.080
f.drain,[-],0.15,0.577350269189626,Uniform,0,99,B,PC.2700.080
mass,g,5,1,Lognormal,0,99,B,PC.2700.080
use.freq,1/year,12,1,lognormal,0,99,B,PC.2700.080
duration,minutes,20,1,Lognormal,0,99,B,PC.2700.080
use.prev,[-],0,1,point,0,12,B,PC.2700.080
use.prev,[-],0.02,1,point,13,99,M,PC.2700.080
use.prev,[-],0.2,1,point,13,99,W,PC.2700.080
f.contact,[-],1,0,Point,0,99,B,PC.2700.080
house.prev,[-],0.2,1,point,0,99,B,PC.2700.080
f.residual,[-],0.01,0,point,0,99,B,PE.0100.010
f.aerosol,[-],0.55,0.47237749297333,Uniform,0,99,B,PE.0100.010
volume,m^3,480,0,Point,0,99,B,PE.0100.010
mass,g,200,1,Lognormal,0,99,B,PE.0100.010
use.freq,1/year,4,1,lognormal,0,99,B,PE.0100.010
duration,minutes,20,1,Lognormal,0,99,B,PE.0100.010
use.prev,[-],0,1,point,0,12,B,PE.0100.010
use.prev,[-],0.01,1,point,13,99,M,PE.0100.010
use.prev,[-],0.01,1,point,13,99,W,PE.0100.010
f.contact,[-],0.01,0,Point,0,99,B,PE.0100.010
house.prev,[-],0.01,1,point,0,99,B,PE.0100.010
f.contact,[-],0.0025,0,Point,0,99,B,PE.0100.010
f.residual,[-],0.01,0,point,0,99,B,PE.0200.010
f.aerosol,[-],0.15,0.192450089729875,Uniform,0,99,B,PE.0200.010
volume,m^3,480,0,Point,0,99,B,PE.0200.010
mass,g,500,1,Lognormal,0,99,B,PE.0200.010
use.freq,1/year,1,1,lognormal,0,99,B,PE.0200.010
duration,minutes,12,1,Lognormal,0,99,B,PE.0200.010
use.prev,[-],0,1,point,0,12,B,PE.0200.010
use.prev,[-],0.05,1,point,13,99,M,PE.0200.010
use.prev,[-],0.01,1,point,13,99,W,PE.0200.010
f.contact,[-],0.01,0,Point,0,99,B,PE.0200.010
house.prev,[-],0.05,1,point,0,99,B,PE.0200.010
f.contact,[-],0.001,0,Point,0,99,B,PE.0200.010
f.residual,[-],1,0,point,0,99,B,PE.0300.030
f.aerosol,[-],0.75,0.192450089729875,Uniform,0,99,B,PE.0300.030
volume,m^3,480,0,Point,0,99,B,PE.0300.030
f.drain,[-],1,0,Uniform,0,99,B,PE.0300.030
mass,g,5,1,Lognormal,0,99,B,PE.0300.030
use.freq,1/year,13,1,lognormal,0,12,M,PE.0300.030
use.freq,1/year,38,1,lognormal,0,12,W,PE.0300.030
use.freq,1/year,41,1,lognormal,0,99,M,PE.0300.030
use.freq,1/year,19,1,lognormal,0,99,W,PE.0300.030
duration,minutes,5,1,Lognormal,0,99,B,PE.0300.030
use.prev,[-],0.28,1,point,0,12,M,PE.0300.030
use.prev,[-],0.37,1,point,0,12,W,PE.0300.030
use.prev,[-],0.46,1,point,13,99,M,PE.0300.030
use.prev,[-],0.51,1,point,13,99,W,PE.0300.030
f.contact,[-],1,0,Point,0,99,B,PE.0300.030
house.prev,[-],0.51,1,point,0,99,B,PE.0300.030
f.aerosol,[-],0.55,0.47237749297333,Uniform,0,99,B,PE.0300.030
f.residual,[-],1,0,point,0,99,B,PE.0300.010
f.aerosol,[-],0.55,0.47237749297333,Uniform,0,99,B,PE.0300.010
volume,m^3,480,0,Point,0,99,B,PE.0300.010
f.drain,[-],0.05,0.577350269189626,Uniform,0,99,B,PE.0300.010
mass,g,1,1,Lognormal,0,99,B,PE.0300.010
use.freq,1/year,48,1,lognormal,0,99,B,PE.0300.010
duration,minutes,30,1,Lognormal,0,99,B,PE.0300.010
use.prev,[-],0.5,1,point,0,12,B,PE.0300.010
use.prev,[-],0.05,1,point,13,99,M,PE.0300.010
use.prev,[-],0.1,1,point,13,99,W,PE.0300.010
f.contact,[-],0.01,0,Point,0,99,B,PE.0300.010
house.prev,[-],0.5,1,point,0,99,B,PE.0300.010
f.contact,[-],0.5,0,Point,0,99,B,PE.0300.010
f.residual,[-],0.01,0,point,0,99,B,PE.0400.010
f.aerosol,[-],0.55,0.47237749297333,Uniform,0,99,B,PE.0400.010
volume,m^3,24,0,Point,0,99,B,PE.0400.010
f.drain,[-],0.05,0.577350269189626,Uniform,0,99,B,PE.0400.010
mass,g,50,1,Lognormal,0,99,B,PE.0400.010
use.freq,1/year,24,1,lognormal,0,99,B,PE.0400.010
duration,minutes,30,1,Lognormal,0,99,B,PE.0400.010
use.prev,[-],0,1,point,0,12,B,PE.0400.010
use.prev,[-],0.57,1,point,13,99,M,PE.0400.010
use.prev,[-],0.57,1,point,13,99,W,PE.0400.010
f.contact,[-],0.01,0,Point,0,99,B,PE.0400.010
house.prev,[-],0.57,1,point,0,99,B,PE.0400.010
use.freq,1/year,27,1,lognormal,0,99,B,PE.0400.010
use.prev,[-],0.77,1,point,13,99,M,PE.0400.010
use.prev,[-],0.77,1,point,13,99,W,PE.0400.010
house.prev,[-],0.77,1,point,0,99,B,PE.0400.010
f.residual,[-],0.01,0,point,0,99,B,PE.0500.010
volume,m^3,24,0,Point,0,99,B,PE.0500.010
f.drain,[-],0.05,0.577350269189626,Uniform,0,99,B,PE.0500.010
mass,g,20,1,Lognormal,0,99,B,PE.0500.010
use.freq,1/year,2,1,lognormal,0,99,B,PE.0500.010
duration,minutes,5,1,Lognormal,0,99,B,PE.0500.010
use.prev,[-],0,1,point,0,12,B,PE.0500.010
use.prev,[-],0.07,1,point,13,99,M,PE.0500.010
use.prev,[-],0.07,1,point,13,99,W,PE.0500.010
f.contact,[-],0.025,0,Point,0,99,B,PE.0500.010
house.prev,[-],0.07,1,point,0,99,B,PE.0500.010
f.residual,[-],0.01,0,point,0,99,B,PT.0400.010
volume,m^3,24,0,Point,0,99,B,PT.0400.010
f.drain,[-],1,0,Uniform,0,99,B,PT.0400.010
mass,g,50,1,Lognormal,0,99,B,PT.0400.010
use.freq,1/year,12,1,lognormal,0,99,B,PT.0400.010
duration,minutes,20,1,Lognormal,0,99,B,PT.0400.010
use.prev,[-],0.02,1,point,0,12,B,PT.0400.010
use.prev,[-],0.02,1,point,13,99,M,PT.0400.010
use.prev,[-],0.02,1,point,13,99,W,PT.0400.010
f.contact,[-],0.01,0,Point,0,99,B,PT.0400.010
house.prev,[-],0.02,1,point,0,99,B,PT.0400.010
f.residual,[-],0.01,0,point,0,99,B,PT.0200.010
volume,m^3,24,0,Point,0,99,B,PT.0200.010
mass,g,8000,1,Lognormal,0,99,B,PT.0200.010
use.freq,1/year,104,1,lognormal,0,99,B,PT.0200.010
duration,minutes,5,1,Lognormal,0,99,B,PT.0200.010
use.prev,[-],0.05,1,point,0,12,B,PT.0200.010
use.prev,[-],0.3,1,point,13,99,M,PT.0200.010
use.prev,[-],0.3,1,point,13,99,W,PT.0200.010
f.contact,[-],6.2e-05,0,Point,0,99,B,PT.0200.010
house.prev,[-],0.3,1,point,0,99,B,PT.0200.010
f.residual,[-],0.01,0,point,0,99,B,PT.0100.060
f.aerosol,[-],0.55,0.47237749297333,Uniform,0,99,B,PT.0100.060
volume,m^3,24,0,Point,0,99,B,PT.0100.060
f.drain,[-],0.15,0.577350269189626,Uniform,0,99,B,PT.0100.060
mass,g,10,1,Lognormal,0,99,B,PT.0100.060
use.freq,1/year,12,1,lognormal,0,99,B,PT.0100.060
duration,minutes,10,1,Lognormal,0,99,B,PT.0100.060
use.prev,[-],0.01,1,point,0,12,B,PT.0100.060
use.prev,[-],0.1,1,point,13,99,M,PT.0100.060
use.prev,[-],0.1,1,point,13,99,W,PT.0100.060
f.contact,[-],0.01,0,Point,0,99,B,PT.0100.060
house.prev,[-],0.1,1,point,0,99,B,PT.0100.060
f.contact,[-],0.05,0,Point,0,99,B,PT.0100.060
f.residual,[-],0.01,0,point,0,99,B,PT.0100.070
volume,m^3,24,0,Point,0,99,B,PT.0100.070
f.drain,[-],0.15,0.577350269189626,Uniform,0,99,B,PT.0100.070
mass,g,5,1,Lognormal,0,99,B,PT.0100.070
use.freq,1/year,12,1,lognormal,0,99,B,PT.0100.070
duration,minutes,2,1,Lognormal,0,99,B,PT.0100.070
use.prev,[-],0,1,point,0,12,B,PT.0100.070
use.prev,[-],0.33,1,point,13,99,M,PT.0100.070
use.prev,[-],0.33,1,point,13,99,W,PT.0100.070
f.contact,[-],0.1,0,Point,0,99,B,PT.0100.070
house.prev,[-],0.33,1,point,0,99,B,PT.0100.070
f.aerosol,[-],0.55,0.47237749297333,Uniform,0,99,B,PT.0100.070
f.contact,[-],0.01,0,Point,0,99,B,PT.0100.070
f.residual,[-],0.01,0,point,0,99,B,PT.0100.080
volume,m^3,24,0,Point,0,99,B,PT.0100.080
f.drain,[-],1,0,Uniform,0,99,B,PT.0100.080
mass,g,50,1,Lognormal,0,99,B,PT.0100.080
use.freq,1/year,6,1,lognormal,0,99,B,PT.0100.080
duration,minutes,10,1,Lognormal,0,99,B,PT.0100.080
use.prev,[-],0.1,1,point,13,99,W,PT.0100.080
use.prev,[-],0.01,1,point,0,12,B,PT.0100.080
use.prev,[-],0.1,1,point,13,99,M,PT.0100.080
f.contact,[-],0.01,0,Point,0,99,B,PT.0100.080
house.prev,[-],0.1,1,point,0,99,B,PT.0100.080
f.residual,[-],0.01,0,point,0,99,B,PT.0100.090
f.aerosol,[-],0.15,0.192450089729875,Uniform,0,99,B,PT.0100.090
volume,m^3,24,0,Point,0,99,B,PT.0100.090
f.drain,[-],1,0,Uniform,0,99,B,PT.0100.090
mass,g,10,1,Lognormal,0,99,B,PT.0100.090
use.freq,1/year,52,1,lognormal,0,99,B,PT.0100.090
duration,minutes,10,1,Lognormal,0,99,B,PT.0100.090
use.prev,[-],0,1,point,0,12,B,PT.0100.090
use.prev,[-],0.4,1,point,13,99,M,PT.0100.090
use.prev,[-],0.4,1,point,13,99,W,PT.0100.090
f.contact,[-],0.01,0,Point,0,99,B,PT.0100.090
house.prev,[-],0.4,1,point,0,99,B,PT.0100.090
f.residual,[-],0.01,0,point,0,99,B,CP.1200.041
f.aerosol,[-],0.75,0.192450089729875,Uniform,0,99,B,CP.1200.041
volume,m^3,24,0,Point,0,99,B,CP.1200.041
f.drain,[-],1,0,Uniform,0,99,B,CP.1200.041
mass,g,23,1,Lognormal,0,99,B,CP.1200.041
use.freq,1/year,365,1,lognormal,0,99,B,CP.1200.041
duration,minutes,3,1,Lognormal,0,99,B,CP.1200.041
use.prev,[-],0.2,1,point,0,12,B,CP.1200.041
use.prev,[-],0.55,1,point,13,99,M,CP.1200.041
use.prev,[-],0.55,1,point,13,99,W,CP.1200.041
f.contact,[-],0.01,0,Point,0,99,B,CP.1200.041
house.prev,[-],0.55,1,point,0,99,B,CP.1200.041
f.residual,[-],0.01,0,point,0,99,B,HM.1400.011
volume,m^3,480,0,Point,0,99,B,HM.1400.011
f.drain,[-],0.05,0.577350269189626,Uniform,0,99,B,HM.1400.011
mass,g,2700,1,Lognormal,0,99,B,HM.1400.011
use.freq,1/year,1,1,lognormal,0,99,B,HM.1400.011
duration,minutes,300,1,Lognormal,0,99,B,HM.1400.011
use.prev,[-],0.02,1,point,0,12,B,HM.1400.011
use.prev,[-],0.43,1,point,13,99,M,HM.1400.011
use.prev,[-],0.43,1,point,13,99,W,HM.1400.011
f.contact,[-],0.0033,0,Point,0,99,B,HM.1400.011
house.prev,[-],0.43,1,point,0,99,B,HM.1400.011
volume,m^3,24,0,Point,0,99,B,HM.1400.011
mass,g,1300,1,Lognormal,0,99,B,HM.1400.011
use.freq,1/year,5,1,lognormal,0,99,B,HM.1400.011
duration,minutes,120,1,Lognormal,0,99,B,HM.1400.011
f.contact,[-],0.0028,0,Point,0,99,B,HM.1400.011
f.aerosol,[-],0.75,0.192450089729875,Uniform,0,99,B,HM.1400.011
mass,g,300,1,Lognormal,0,99,B,HM.1400.011
duration,minutes,30,1,Lognormal,0,99,B,HM.1400.011
use.prev,[-],0.05,1,point,0,12,B,HM.1400.011
use.prev,[-],0.4,1,point,13,99,M,HM.1400.011
use.prev,[-],0.4,1,point,13,99,W,HM.1400.011
f.contact,[-],0.01,0,Point,0,99,B,HM.1400.011
house.prev,[-],0.4,1,point,0,99,B,HM.1400.011
mass,g,2000,1,Lognormal,0,99,B,HM.1400.011
use.freq,1/year,3,1,lognormal,0,99,B,HM.1400.011
duration,minutes,210,1,Lognormal,0,99,B,HM.1400.011
f.contact,[-],0.0032,0,Point,0,99,B,HM.1400.011
f.residual,[-],0.01,0,point,0,99,B,HM.1400.012
volume,m^3,480,0,Point,0,99,B,HM.1400.012
f.drain,[-],0.05,0.577350269189626,Uniform,0,99,B,HM.1400.012
mass,g,2700,1,Lognormal,0,99,B,HM.1400.012
use.freq,1/year,1,1,lognormal,0,99,B,HM.1400.012
duration,minutes,300,1,Lognormal,0,99,B,HM.1400.012
use.prev,[-],0.02,1,point,0,12,B,HM.1400.012
use.prev,[-],0.43,1,point,13,99,M,HM.1400.012
use.prev,[-],0.43,1,point,13,99,W,HM.1400.012
f.contact,[-],0.0033,0,Point,0,99,B,HM.1400.012
house.prev,[-],0.43,1,point,0,99,B,HM.1400.012
volume,m^3,24,0,Point,0,99,B,HM.1400.012
mass,g,1300,1,Lognormal,0,99,B,HM.1400.012
use.freq,1/year,5,1,lognormal,0,99,B,HM.1400.012
duration,minutes,120,1,Lognormal,0,99,B,HM.1400.012
f.contact,[-],0.0028,0,Point,0,99,B,HM.1400.012
f.aerosol,[-],0.75,0.192450089729875,Uniform,0,99,B,HM.1400.012
mass,g,300,1,Lognormal,0,99,B,HM.1400.012
duration,minutes,30,1,Lognormal,0,99,B,HM.1400.012
use.prev,[-],0.05,1,point,0,12,B,HM.1400.012
use.prev,[-],0.4,1,point,13,99,M,HM.1400.012
use.prev,[-],0.4,1,point,13,99,W,HM.1400.012
f.contact,[-],0.01,0,Point,0,99,B,HM.1400.012
house.prev,[-],0.4,1,point,0,99,B,HM.1400.012
mass,g,2000,1,Lognormal,0,99,B,HM.1400.012
use.freq,1/year,3,1,lognormal,0,99,B,HM.1400.012
duration,minutes,210,1,Lognormal,0,99,B,HM.1400.012
f.contact,[-],0.0032,0,Point,0,99,B,HM.1400.012
f.residual,[-],0.01,0,point,0,99,B,HM.2000.010
volume,m^3,480,0,Point,0,99,B,HM.2000.010
f.drain,[-],0.05,0.577350269189626,Uniform,0,99,B,HM.2000.010
mass,g,2250,1,Lognormal,0,99,B,HM.2000.010
use.freq,1/year,2,1,lognormal,0,99,B,HM.2000.010
duration,minutes,105,1,Lognormal,0,99,B,HM.2000.010
use.prev,[-],0,1,point,0,12,B,HM.2000.010
use.prev,[-],0.09,1,point,13,99,M,HM.2000.010
use.prev,[-],0.09,1,point,13,99,W,HM.2000.010
f.contact,[-],0.00022,0,Point,0,99,B,HM.2000.010
house.prev,[-],0.09,1,point,0,99,B,HM.2000.010
f.aerosol,[-],0.55,0.47237749297333,Uniform,0,99,B,HM.2000.010
volume,m^3,24,0,Point,0,99,B,HM.2000.010
mass,g,1150,1,Lognormal,0,99,B,HM.2000.010
duration,minutes,60,1,Lognormal,0,99,B,HM.2000.010
use.prev,[-],0.23,1,point,13,99,M,HM.2000.010
use.prev,[-],0.23,1,point,13,99,W,HM.2000.010
f.contact,[-],0.01,0,Point,0,99,B,HM.2000.010
house.prev,[-],0.23,1,point,0,99,B,HM.2000.010
f.contact,[-],0.00043,0,Point,0,99,B,HM.2000.010
f.residual,[-],0.01,0,point,0,99,B,HM.2000.030
volume,m^3,480,0,Point,0,99,B,HM.2000.030
f.drain,[-],0.05,0.577350269189626,Uniform,0,99,B,HM.2000.030
mass,g,2250,1,Lognormal,0,99,B,HM.2000.030
use.freq,1/year,2,1,lognormal,0,99,B,HM.2000.030
duration,minutes,105,1,Lognormal,0,99,B,HM.2000.030
use.prev,[-],0,1,point,0,12,B,HM.2000.030
use.prev,[-],0.09,1,point,13,99,M,HM.2000.030
use.prev,[-],0.09,1,point,13,99,W,HM.2000.030
f.contact,[-],0.00022,0,Point,0,99,B,HM.2000.030
house.prev,[-],0.09,1,point,0,99,B,HM.2000.030
f.aerosol,[-],0.55,0.47237749297333,Uniform,0,99,B,HM.2000.030
volume,m^3,24,0,Point,0,99,B,HM.2000.030
mass,g,1150,1,Lognormal,0,99,B,HM.2000.030
duration,minutes,60,1,Lognormal,0,99,B,HM.2000.030
use.prev,[-],0.23,1,point,13,99,M,HM.2000.030
use.prev,[-],0.23,1,point,13,99,W,HM.2000.030
f.contact,[-],0.01,0,Point,0,99,B,HM.2000.030
house.prev,[-],0.23,1,point,0,99,B,HM.2000.030
f.contact,[-],0.00043,0,Point,0,99,B,HM.2000.030
f.residual,[-],0.01,0,point,0,99,B,LY.0700.020
volume,m^3,480,0,Point,0,99,B,LY.0700.020
mass,g,500,1,Lognormal,0,99,B,LY.0700.020
use.freq,1/year,16,1,lognormal,0,99,B,LY.0700.020
duration,minutes,10,1,Lognormal,0,99,B,LY.0700.020
use.prev,[-],0,1,point,0,12,B,LY.0700.020
use.prev,[-],0.05,1,point,13,99,M,LY.0700.020
use.prev,[-],0.05,1,point,13,99,W,LY.0700.020
f.contact,[-],0.001,0,Point,0,99,B,LY.0700.020
house.prev,[-],0.05,1,point,0,99,B,LY.0700.020
f.residual,[-],0.01,0,point,0,99,B,LY.0700.030
volume,m^3,480,0,Point,0,99,B,LY.0700.030
mass,g,500,1,Lognormal,0,99,B,LY.0700.030
use.freq,1/year,16,1,lognormal,0,99,B,LY.0700.030
duration,minutes,10,1,Lognormal,0,99,B,LY.0700.030
use.prev,[-],0,1,point,0,12,B,LY.0700.030
use.prev,[-],0.05,1,point,13,99,M,LY.0700.030
use.prev,[-],0.05,1,point,13,99,W,LY.0700.030
f.contact,[-],0.001,0,Point,0,99,B,LY.0700.030
house.prev,[-],0.05,1,point,0,99,B,LY.0700.030
f.residual,[-],0.01,0,point,0,99,B,LY.0700.040
volume,m^3,480,0,Point,0,99,B,LY.0700.040
mass,g,500,1,Lognormal,0,99,B,LY.0700.040
use.freq,1/year,16,1,lognormal,0,99,B,LY.0700.040
duration,minutes,10,1,Lognormal,0,99,B,LY.0700.040
use.prev,[-],0,1,point,0,12,B,LY.0700.040
use.prev,[-],0.05,1,point,13,99,M,LY.0700.040
use.prev,[-],0.05,1,point,13,99,W,LY.0700.040
f.contact,[-],0.001,0,Point,0,99,B,LY.0700.040
house.prev,[-],0.05,1,point,0,99,B,LY.0700.040
f.residual,[-],0.01,0,point,0,99,B,LY.0700.050
volume,m^3,480,0,Point,0,99,B,LY.0700.050
